Ingredient,Quantity
bev h2o btld yumberry pomegranate w anti-oxidants  0 cal,200
beverages abbott eas whey prot pdr,200
alcoholic bev creme de menthe 72 proof,200
beverages abbott eas soy prot pdr,200
beverages cytosport muscle milk rtd,200
alcoholic bev distilled all (gin rum vodka whiskey) 80 proof,200
beverages ocean spray cran-energy cranberry energy juc drk,200
beverages nestle boost plus nutritional drk rtd,200
beverages slimfast meal replcmnt hi prot shake rtd 3-2-1,200
beverages unilever slimfast meal replcmnt reg rtd 3-2-1 plan,200
beverages unilever slimfast shake mix pdr 3-2-1 plan,200
beverages fuze orange mango fort w vitamins a c e b6,200
alcoholic bev distilled gin 90 proof,200
alcoholic bev distilled rum 80 proof,200
alcoholic bev distilled vodka 80 proof,200
alcoholic bev distilled whiskey 86 proof,200
beverages almond milk choc rtd,200
beverag unilev slimfast shake  hi prot whey pdr 3-2-1 plan ,200
beverages acai berry drk fort,200
alcoholic bev wine dssrt swt,200
beverages whey prot pdr isolate,200
beverages kellogg's spl k prot shake,200
beverages energy drk w carb h2o  hi fructose corn syrup,200
beverages energy drk sugar free,200
beverages abbott ensure nutritional shake rtd,200
beverages choc pdr no sugar added,200
beverages orange juc lt no pulp,200
beverages the coca-cola company hi-c flashin' fruit punch,200
beverages prot pdr whey bsd,200
beverages prot pdr soy bsd,200
beverages kellogg's spl k20 prot pdr,200
beverages zevia cola,200
beverages zevia cola caffeine free,200
beverage gmbh  co kg gerolsteiner naturally spark min h2o ,200
beverages icelandic glacial nat spring h2o,200
beverages yel grn colored citrus soft drk w caffeine,200
beverages rich choc pdr,200
bev gerolsteiner brunnen naturally sparkling min btld h2o,200
beverages choc malt pdr prep w fat free milk,200
alcoholic bev wine table all,200
beverages v8 splash smoothies peach mango,200
beverages v8 splash smoothies strawberry banana,200
beverages v8 splash smoothies tropical colada,200
beverages cocnt h2o rtd unswtnd,200
beverages almond milk unswtnd shelf stable,200
bev choc almond milk unswtnd shelf-stable fort w vit d2  e,200
beverage  coca-cola co glaceau vit h2o revive frt punch fort,200
beverages minute maid lemonada limeade,200
alcoholic bev wine table red,200
alcoholic bev wine table red cabernet sauvignon,200
alcoholic bev wine table red cabernet franc,200
alcoholic bev wine table red pinot noir,200
alcoholic bev wine table red syrah,200
alcoholic bev wine table red barbera,200
alcoholic bev wine table red zinfandel,200
alcoholic bev wine table red petite sirah,200
alcoholic bev wine table red claret,200
alcoholic bev wine table white,200
alcoholic bev wine table red lemberger,200
alcoholic bev wine table red sangiovese,200
alcoholic bev wine table red carignane,200
alcoholic bev wine table white pinot gris (grigio),200
alcoholic bev wine table white chenin blanc,200
alcoholic bev wine table white fume blanc,200
beverages mxd veg  fruit juc drk w added nutr,200
alcoholic bev wine table white muller thurgau,200
beverages carb club soda,200
alcoholic bev wine table white gewurztraminer,200
alcoholic bev wine table white late harvest gewurztraminer,200
alcoholic bev wine table white semillon,200
carbonated bev crm soda,200
alcoholic bev wine table white riesling,200
alcoholic bev wine table white sauvignon blanc,200
alcoholic bev wine table white late harvest,200
beverages carb ginger ale,200
beverages nestea tea black rtd lemon,200
alcoholic bev wine table white pinot blanc,200
alcoholic bev wine table white muscat,200
beverages carb grape soda,200
beverages carb lo cal other than cola or pepper wo caffeine,200
beverages carb lemon-lime soda no caffeine,200
beverages carb sprite lemon-lime wo caffeine,200
beverages carb lo cal cola or pepper-type w asprt wo caf,200
beverages carb cola wo caffeine,200
beverages carb cola reg,200
beverages carb red sugar cola contains caffeine  sweeteners,200
beverages carb orange,200
bev carb lo cal other than cola or pepper w asprt  caffeine,200
alcoholic bev wine table red burgundy,200
beverages carb pepper-type contains caffeine,200
beverages energy drk red bull,200
beverages carb tonic h2o,200
beverages energy drk red bull sugar free w added caffeine ,200
beverages carb root beer,200
alcoholic bev wine table red gamay,200
alcoholic bev wine table red mouvedre,200
alcoholic bev wine table white chardonnay,200
beverages kiwi strawberry juc drk,200
beverages appl juc drk lt fort w vit c,200
beverages choc drk milk  soy bsd ready to drk fort,200
beverages choc malt pdr prep w 1 milk fort,200
beverages carb limeade hi caffeine,200
bev carb lo cal cola or peper-type w na saccharin  caffeine,200
beverages powerade zero mxd berry,200
beverages carob-flavor bev mix pdr,200
beverages carob-flavor bev mix pdr prep w whl milk,200
beverages cocnt milk swtnd fort w ca vitamins a b12 d2,200
beverages coffee ready to drk vanilla lt milk bsd swtnd,200
beve lemonade fruit juc drk lt fort w vit e  c,200
beverages chocolate-flavor bev mix pdr prep w whl milk,200
beverages coffee ready to drk milk bsd swtnd,200
beverages coffee brewed brkfst blend,200
beverages choc syrup,200
beverages choc syrup prep w whl milk,200
beverages coffee ready to drk iced mocha milk bsd,200
beverages tea oolong brewed,200
beverages clam  tomato juc cnd,200
beverages tea grn ready to drk ginseng  honey swtnd,200
beverages the coca-cola company minute maid lemonade,200
beverages tea grn rtd diet,200
beverages tea grn rtd citrus diet fort w vit c,200
beverages cocoa mix pdr,200
beverages cocoa mix pdr prep w h2o,200
bev cocoa mix nestle hot cocoa mix rich choc w marshmallows,200
beverages cocoa mix no sugar added pdr,200
cocoa mix nestle rich choc hot cocoa mix,200
beverages tea black rtd lemon swtnd,200
beverages coffee brewed prep w tap h2o decaffeinated,200
beverages coffee brewed espresso rest-prep decaffeinated,200
beverages coffee inst reg half the caffeine,200
beverages coffeecocoa inst decaffeinated wwhtnrlocalswtnr,200
beverages tea grn rtd swtnd,200
beverages tea rtd lemon diet,200
beverages coffee brewed prep w tap h2o,200
beverages coffee brewed espresso rest-prep,200
beverages tea black rtd lemon diet,200
beverages coffee inst reg pdr,200
beverages coffee inst reg prep w h2o,200
beverages aloe vera juc drk fort w vit c,200
beverages ocean spray cran grape,200
beverages coffee inst decaffeinated pdr,200
beverages coffee inst decaffeinated prep w h2o,200
beverages  ocean spray  cranberry-apple juice drink  bottled,200
beverages ocean spray diet cranberry juc,200
beverages coffee inst w chicory,200
beverages coffee inst chicory,200
beverages coffee inst mocha swtnd,200
beverages ocean spray lt cranberry  raspberry flav juc,200
beverages ocean spraywhite cranberry strawberry flav juc drk,200
beverages kraft coffee inst french vanilla cafe,200
beverages  ocean spray  cran raspberry juice drink,200
beverages ocean spray cran lemonade,200
bev  ocean spray  cran cherry diet,200
beverages coffee sub crl grain bev pdr,200
beverages coffee sub crl grain bev prep w h2o,200
beverages cranberry-apple juc drk btld,200
alcoholic bev malt beer hard lemonade,200
beverages cranberry-apricot juc drk btld,200
beverages cranberry-grape juc drk btld,200
cranberry juc cocktail btld,200
cranberry juc cocktail btld lo cal wca saccharincorn swtnr,200
beverages eggnog-flavor mix pdr prep w whl milk,200
beverages tea grn inst decaffei lemon unswtnd fort w vit c,200
beverages tea black ready to drk,200
alcoholic bev beer lt higher alcohol,200
beverages amber hard cider,200
alcoholic beverages beer higher alcohol,200
beverages malt liquor bev,200
alcoholic beverages wine rose,200
beverages ocean spray cran pomegranate,200
beverages ocean spray cran cherry,200
beverages ocean spray lt cranberry,200
beverages  ocean spray  white cranberry peach,200
beverages ocean spray lt cranberry concord grape,200
beverages tea grn brewed decaffeinated,200
beverages tea grn ready to drk unswtnd,200
beverages citrus fruit juc drk frz conc,200
beverages citrus fruit juc drk frz conc prep w h2o,200
beverages fruit punch drk wo added nutr cnd,200
beverages fruit punch drk w added nutr cnd,200
beverages fruit punch drk frz conc,200
beverages fruit punch drk frz conc prep w h2o,200
beverages coffee inst vanila swtnd decaff w non dairy cream,200
beverages tropical punch rtd,200
beverages grape drk cnd,200
beverages tea grn brewed reg,200
beverages tea black rtd peach diet,200
beverages tea black ready to drk decaffeinated diet,200
beverages tea black ready to drk decaffeinated,200
beverages grape juc drk cnd,200
beverages cranberry juc cocktail,200
beverages ocean spray ruby red cranberry,200
beverages motts appl juc lt fort w vit c,200
beverages lemonade pdr,200
lemonade pdr prep wh2o,200
beverages snapple tea black  grn ready to drk peach diet,200
lemonade frz conc white,200
lemonade frz conc white prep wh2o,200
beverages snapple tea black  grn ready to drk lemon diet,200
beverages lemonade-flavor drk pdr,200
beverages lemonade-flavor drk pdr prep w h2o,200
limeade frz conc prep wh2o,200
malt bev incl non-alcoholic beer,200
beverages ovaltine classic malt pdr,200
bevera malted drk mix nat w add nutr pdr prep w whl milk,200
beverages malted drk mix nat pdr dairy based,200
beverages malted drk mix nat pdr prep w whl milk,200
beverages ovaltine choc malt pdr,200
beverag malt drk mix choc w added nutr pdr prep w whl milk,200
beverages malted drk mix choc pdr,200
beverages malted drk mix choc pdr prep w whl milk,200
beverages orange drk cnd w added vit c,200
beverages orange  apricot juc drk cnd,200
beverages pnappl  grapefruit juc drk cnd,200
beverages pnappl  orange juc drk cnd,200
shake fast food vanilla,200
strawberry-flavor bev mix pdr,200
beverages strawberry-flavor bev mix pdr prep w whl milk,200
beverages tea black brewed prep w tap h2o decaffeinated,200
beverages tea inst decaffeinated unswtnd,200
beverages tea black brewed prep w tap h2o,200
beverages tea inst decaffeinated lemon diet,200
beverages tea inst decaffeinated lemon swtnd,200
beverages tea inst unswtnd pdr,200
beverages tea inst unswtnd prep w h2o,200
beverages tea inst lemon unswtnd,200
beverages tea inst lemon swtnd pdr,200
beverages tea inst lemon swtnd prep w h2o,200
beverages tea inst swtnd w na saccharin lemon-flavored pdr,200
beverages tea inst lemon diet,200
beverages tea herb other than chamomile brewed,200
beverages h2o btld perrier,200
beverages h2o btld poland spring,200
beverages cocoa mix w asprt pdr prep w h2o,200
beverages carb cola fast-food cola,200
beverages fruit punch juc drk frz conc,200
beverages fruit punch juc drk frz conc prep w h2o,200
beverages orange-flavor drk brkfst type pdr,200
beverages orange-flavor drk brkfst type pdr prep w h2o,200
beverages orange-flavor drk brkfst type lo cal pdr,200
beverages h2o tap drinking,200
beverages h2o tap well,200
alcoholic bev liqueur coffee 53 proof,200
alcoholic bev liqueur coffee w crm 34 proof,200
beverages carb lo cal cola or pepper-type w asprt  caffeine,200
beverages coffee sub crl grain bev pdr prep w whl milk,200
bev dairy drk mix choc red cal w low-cal sweeteners pdr,200
beve dary drk mix chc red cal w asprt pdr prep w h2o  ice,200
bev orange-flavo drk brkfst type w pulp frz con not manuf,200
beve orange-flav drk brkfst type w pulp frz conc pre w h2o,200
beverages orange drk brkfst type w juc  pulp frz conc,200
bev orange drk brkfst type w juc  pulp frz conc pre w h2o,200
beverages shake fast fd strawberry,200
beverages h2o tap municipal,200
cranberry juc cocktail frz conc,200
cranberry juc cocktail frz conc prep w h2o,200
beverages h2o btld non-carbonated dannon,200
beverages h2o btld non-carbonated pepsi aquafina,200
beverages the coca-cola comp dasani h2o btld non-carbonated,200
beverages orange brkfst drk rtd w added nutr,200
beverages h2o btld non-carbonated calistoga,200
beverages h2o btld non-carbonated crystal geyser,200
water btld non-carbonated naya,200
beverages h2o btld non-carbonated dannon fluoride to go,200
beverages drk mix quaker oats gatorade orange flavor pdr,200
beverages pepsico quaker gatorade g performance o 2 rtd,200
beverages coca-cola powerade lemon-lime flav rtd,200
beverages propel zero fruit-flavored non-carbonated,200
beverages arizona tea rtd lemon,200
beverages lipton brisk tea black rtd lemon,200
whiskey sour mix btld w kna,200
alcoholic bev whiskey sour,200
alcoholic bev distilled all (gin rum vodka whiskey) 94 proof,200
alcoholic bev distilled all (gin rum vodka whiskey) 100proof,200
alcoholic bev liqueur coffee 63 proof,200
alcoholic bev wine dssrt dry,200
carbonated bev local othr than cola or pep w na sac wo caf,200
beve coca mix lo cal pdr w add ca p asprt wo add na  vit a,200
beverage fruit punch-flavor drk pdr wo added na prep w h2o,200
lemonade frz conc pink,200
beverages lemonade frz conc pink prep w h2o,200
beverages tea black brewed prep w distilled h2o,200
beverages tea herb brewed chamomile,200
beverages tea inst lemon w added vit c,200
alcoholic bev distilled all (gin rum vodka whiskey) 86 proof,200
alcoholic bev distilled all (gin rum vodka whiskey) 90 proof,200
carbonated bev chocolate-flavored soda,200
beverages wine non-alcoholic,200
water btld generic,200
beverage chocolate-flavor bev mix for milk pdr w added nutr,200
bev choco-fla bev mix   mlk pdr w add nutr prep w whl milk,200
beverages h2o btld non-carbonated evian,200
beverages powerade zero ion4 calorie-free assorted flavors,200
beverages wendy's tea rtd unswtnd,200
alcoholic bev wine table red merlot,200
water non-carbonated fruit flavors swtnd w lo cal swtnr,200
bev h2o w added vit  min bottles swtnd ast fruit flavors,200
beverages v8 splash juc drinks diet berry blend,200
beverages v8 splash juc drinks diet fruit medley,200
beverages v8 splash juc drinks diet strawberry kiwi,200
beverages v8 splash juc drinks diet tropical blend,200
beverages v8 splash juc drinks berry blend,200
beverages v8 splash juc drinks fruit medley,200
beverages v8 splash juc drinks guava passion fruit,200
beverages v8 splash juc drinks mango peach,200
beverages v8 splash juc drinks orange pnappl,200
beverages v8 splash juc drinks orchard blend,200
beverages v8 splash juc drinks strawberry banana,200
beverages v8 splash juc drinks strawberry kiwi,200
beverages v8 splash juc drinks tropical blend,200
beverages v8 v-fusion juices peach mango,200
beverages v8 v-fusion juices strawberry banana,200
beverages v8 v-fusion juices tropical,200
beverages v8 v- fusion juices acai berry,200
beverages energy drk amp,200
beverages energy drk full throttle,200
beverages energy drk monster fort w vitamins c b2 b3 b6 b12,200
beverages energy drk amp sugar free,200
beverages energy drk rockstar,200
beverages energy drk rockstar sugar free,200
beve horchata dry mix unprep var  brands all w morro seeds,200
beverages meal supp drk cnd pnut flavor,200
bever veg  fruit juc drk red cal w low-cal swtnr add vit c,200
bev milk bev red fat flav  swtnd rtd added ca vit a   d,200
beverages veg  fruit juc blend w added vitamins a c e,200
beverages fruit juc drk red sugar w vitamin e added,200
water w corn syrup andor sugar  lo cal swtnr fruit flav,200
beverages horchata as served in restaurant,200
beverages rice milk unswtnd,200
beverages energy drk vault citrus flavor,200
beverages energy drk vault zero sugar-free citrus flavor,200
beverages pepsico quaker gatorade g2 lo cal,200
beverages fruit flav drk less than 3 juc not fort w vit c,200
bev fruit flav drk containing   3 fruit juc w hi vit c,200
bev fruit flav drk red sugar   3 fruit juc hi vit c add ca,200
bev fruit juc drk  more  3 fruit juc hi vit c  add thiamin,200
beverages tea hibiscus brewed,200
beverages fruit juc drk greater than 3 juc hi vit c,200
beverages nutritional shake mix hi prot pdr,200
anchovy european raw,200
anchovy european cnd in oil drnd sol,200
bass frsh h2o mxd sp raw,200
bass striped raw,200
bluefish raw,200
burbot raw,200
butterfish raw,200
carp raw,200
carp cooked dry heat,200
catfish channel wild raw,200
catfish channel ckd breadedfried,200
caviar blackred granular,200
cisco raw,200
cisco smoked,200
cod atlantic raw,200
cod atlantic ckd dry heat,200
cod atlantic cnd solliq,200
cod atlantic driedsalted,200
fish cod pacific raw (may have been previously frozen),200
croaker atlantic raw,200
croaker atlantic ckd breadedfried,200
cusk raw,200
fish mahimahi raw,200
drum freshwater raw,200
eel mixed species raw,200
eel mxd sp ckd dry heat,200
fish fish stks frz prep,200
flatfish (floundersole sp) raw,200
flatfish (floundersole sp) ckd dry heat,200
gefiltefish comm swt recipe,200
grouper mixed species raw,200
grouper mxd sp ckd dry heat,200
haddock raw,200
haddock cooked dry heat,200
haddock smoked,200
halibut atlanticpacific raw,200
halibut atlanticpacific ckd dry heat,200
halibut greenland raw,200
herring atlantic raw,200
herring atlantic ckd dry heat,200
herring atlantic pickled,200
herring atlantic kippered,200
herring pacific raw,200
ling raw,200
lingcod raw,200
mackerel atlantic raw,200
mackerel atlantic ckd dry heat,200
mackerel jack cnd drnd sol,200
mackerel king raw,200
mackerel pacificjack mxd sp raw,200
mackerel spanish raw,200
mackerel spanish ckd dry heat,200
milkfish raw,200
monkfish raw,200
mullet striped raw,200
mullet striped ckd dry heat,200
ocean perch atlantic raw,200
ocean perch atlantic ckd dry heat,200
pout ocean raw,200
perch mixed species raw,200
perch mxd sp ckd dry heat,200
pike northern raw,200
pike northern ckd dry heat,200
pike walleye raw,200
pollock atlantic raw,200
fish pollock alaska raw (may have been previously frozen),200
fish pollock alaska ckd dry heat (maybe previously frozen),200
pompano florida raw,200
pompano florida ckd dry heat,200
rockfish pacific mxd sp raw,200
rockfish pacific mxd sp ckd dry heat,200
roe mixed species raw,200
roughy orange raw,200
sablefish raw,200
sablefish smoked,200
salmon atlantic wild raw,200
salmon chinook smoked,200
salmon chinook raw,200
salmon chum raw,200
salmon chum drnd sol wbone,200
salmon coho wild raw,200
salmon coho wild ckd moist heat,200
salmon pink raw,200
fish salmon pink cnd total can contents,200
fish salmon sockeye raw,200
fish salmon sockeye ckd dry heat,200
fish salmon sockeye cnd drnd sol,200
sardine atlantic cnd in oil drnd sol wbone,200
sardine pacific cnd in tomato sau drnd sol wbone,200
scup raw,200
sea bass mxd sp raw,200
sea bass mxd sp ckd dry heat,200
seatrout mxd sp raw,200
shad american raw,200
shark mixed species raw,200
shark mxd sp ckd batter-dippedfried,200
sheepshead raw,200
sheepshead ckd dry heat,200
smelt rainbow raw,200
smelt rainbow ckd dry heat,200
snapper mixed species raw,200
snapper mxd sp ckd dry heat,200
spot raw,200
sturgeon mxd sp raw,200
sturgeon mxd sp ckd dry heat,200
sturgeon mxd sp smoked,200
sucker white raw,200
sunfish pumpkin seed raw,200
surimi,200
swordfish raw,200
swordfish cooked dry heat,200
tilefish raw,200
tilefish cooked dry heat,200
trout mixed species raw,200
trout rainbow wild raw,200
trout rainbow wild ckd dry heat,200
tuna fresh bluefin raw,200
tuna frsh bluefin ckd dry heat,200
tuna lt cnd in oil drnd sol,200
fish tuna lt cnd in h2o drnd sol,200
tuna fresh skipjack raw,200
tuna white cnd in oil drnd sol,200
tuna white cnd in h2o drnd sol,200
tuna fresh yellowfin raw,200
tuna salad,200
turbot european raw,200
whitefish mxd sp raw,200
whitefish mxd sp smoked,200
whiting mixed species raw,200
whiting mxd sp ckd dry heat,200
wolffish atlantic raw,200
yellowtail mxd sp raw,200
crab alaska king raw,200
crab alaska king ckd moist heat,200
crab alaska king imitn made from surimi,200
crab blue raw,200
crab blue ckd moist heat,200
crab blue canned,200
crustaceans crab blue crab cakes home recipe,200
crab dungeness raw,200
crab queen raw,200
crayfish mxd sp wild raw,200
crayfish mxd sp wild ckd moist heat,200
lobster northern raw,200
lobster northern ckd moist heat,200
crustaceans shrimp mxd sp raw (maybe previously frozen),200
shrimp mxd sp ckd breadedfried,200
crustaceans shrimp mxd sp ckd mst ht (maybe previously frz),200
shrimp mxd sp cnd,200
shrimp mxd sp imitn made from surimi,200
spiny lobster mxd sp raw,200
abalone mixed species raw,200
abalone mxd sp ckd fried,200
clam mixed species raw,200
clam mxd sp ckd breadedfried,200
clam mxd sp ckd moist heat,200
clam mxd sp cnd drnd sol,200
clam mxd sp cnd liq,200
cuttlefish mxd sp raw,200
mussel blue raw,200
mussel blue ckd moist heat,200
octopus common raw,200
oyster eastern wild raw,200
oyster eastern ckd breadedfried,200
oyster eastern wild ckd moist heat,200
oyster eastern canned,200
oyster pacific raw,200
scallop mixed species raw,200
scallop mxd sp ckd breadedfried,200
scallop mxd sp imitn made from surimi,200
squid mixed species raw,200
squid mxd sp ckd fried,200
whelk unspecified raw,200
whelk unspec ckd moist heat,200
salmon chinook smoked (lox) reg,200
salmon chum cnd wosalt drnd sol wbone,200
salmon pink cnd wosalt sol wboneliq,200
salmon sockeye cnd wosalt drnd sol wbone,200
tuna lt cnd in oil wosalt drnd sol,200
tuna lt cnd in h2o wosalt drnd sol,200
tuna white cnd in oil wosalt drnd sol,200
tuna white cnd in h2o wosalt drnd sol,200
bass freshwater mxd sp ckd dry heat,200
bass striped ckd dry heat,200
bluefish cooked dry heat,200
burbot cooked dry heat,200
butterfish ckd dry heat,200
fish cod pacific ckd dry heat (maybe previously frozen),200
cusk cooked dry heat,200
fish mahimahi ckd dry heat,200
drum freshwater ckd dry heat,200
halibut greenland ckd dry heat,200
herring pacific ckd dry heat,200
ling cooked dry heat,200
lingcod cooked dry heat,200
mackerel king ckd dry heat,200
mackerel pacificjack mxd sp ckd dry heat,200
milkfish cooked dry heat,200
monkfish cooked dry heat,200
pike walleye ckd dry heat,200
pollock atlantic ckd dry heat,200
pout ocean ckd dry heat,200
roe mxd sp ckd dry heat,200
sablefish cooked dry heat,200
salmon atlantic wild ckd dry heat,200
salmon chinook ckd dry heat,200
salmon chum ckd dry heat,200
salmon pink ckd dry heat,200
scup cooked dry heat,200
seatrout mxd sp ckd dry heat,200
shad american ckd dry heat,200
spot cooked dry heat,200
sucker white ckd dry heat,200
sunfish pumpkin sd ckd dry heat,200
trout mxd sp ckd dry heat,200
tuna skipjack frsh ckd dry heat,200
tuna yellowfin frsh ckd dry heat,200
turbot european ckd dry heat,200
whitefish mxd sp ckd dry heat,200
wolffish atlantic ckd dry heat,200
yellowtail mxd sp ckd dry heat,200
crab dungeness ckd moist heat,200
crab queen ckd moist heat,200
spiny lobster mxd sp ckd moist heat,200
cuttlefish mxd sp ckd moist heat,200
octopus common ckd moist heat,200
oyster pacific ckd moist heat,200
roughy orange ckd dry heat,200
catfish channel wild ckd dry heat,200
catfish channel farmed raw,200
catfish channel farmed ckd dry heat,200
salmon atlantic farmed raw,200
salmon atlantic farmed ckd dry heat,200
salmon coho farmed raw,200
salmon coho farmed ckd dry heat,200
trout rainbow farmed raw,200
trout rainbow farmed ckd dry heat,200
crayfish mxd sp farmed raw,200
crayfish mxd sp farmed ckd moist heat,200
oyster eastern wild ckd dry heat,200
oyster eastern farmed raw,200
oyster eastern farmed ckd dry heat,200
salmon coho wild ckd dry heat,200
conch baked or broiled,200
usda commodity salmon nuggets breaded frz htd,200
usda commodity salmon nuggets ckd as purchased unhtd,200
salmon sockeye cnd total can contents,200
fish salmon pink cnd drnd sol,200
fish tilapia raw,200
fish tilapia ckd dry heat,200
salmon sockeye cnd drnd sol wo skn  bones,200
fish salmon pink cnd drnd sol wo skn  bones,200
fish pollock alaska raw (not previously frozen),200
fish pollock alaska ckd (not previously frozen),200
fish cod pacific raw (not previously frozen),200
fish cod pacific ckd (not previously frozen),200
crustaceans shrimp raw (not previously frozen),200
crustaceans shrimp ckd (not previously frozen),200
fish trout brook raw new york state,200
beans adzuki mature seeds raw,200
beans adzuki mature seeds ckd bld wosalt,200
beans adzuki mature seeds cnd swtnd,200
yokan prep from adzuki bns  sugar,200
beans baked home prepared,200
beans bkd cnd pln or vegetarian,200
beans bkd cnd wbf,200
beans bkd cnd wfranks,200
beans bkd cnd wpork,200
beans bkd cnd wporkswt sau,200
beans bkd cnd wporktomato sau,200
beans black mature seeds raw,200
beans black mature seeds ckd bld wosalt,200
beans black turtle mature seeds raw,200
beans black turtle mature seeds ckd bld wo salt,200
beans black turtle mature seeds cnd,200
beans cranberry (roman) mature seeds raw,200
beans cranberry (roman) mature seeds ckd bld wosalt,200
beans cranberry (roman) mature seeds cnd,200
beans french mature seeds raw,200
beans french mature seeds ckd bld wosalt,200
beans great northern mature seeds raw,200
beans great northern mature seeds ckd bld wosalt,200
beans great northern mature seeds cnd,200
beans kidney all types mature seeds raw,200
beans kidney all types mature seeds ckd bld wosalt,200
beans kidney all types mature seeds cnd,200
beans kidney california red mature seeds raw,200
beans kidney california red mature seeds ckd bld wosalt,200
beans kidney red mature seeds raw,200
beans kidney red mature seeds ckd bld wosalt,200
beans kidney red mature seeds cnd sol  liquids,200
beans kidney royal red mature seeds raw,200
beans kidney royal red mature seeds ckd bld wosalt,200
beans navy mature seeds raw,200
beans navy mature seeds ckd bld wosalt,200
beans navy mature seeds cnd,200
beans pink mature seeds raw,200
beans pink mature seeds ckd bld wosalt,200
beans pinto mature seeds raw,200
beans pinto mature seeds ckd bld wosalt,200
beans pinto mature seeds cnd sol  liquids,200
beans sml white mature seeds raw,200
beans sml white mature seeds ckd bld wosalt,200
beans yel mature seeds raw,200
beans yel mature seeds ckd bld wosalt,200
beans white mature seeds raw,200
beans white mature seeds ckd bld wosalt,200
beans white mature seeds cnd,200
broadbeans (fava beans) mature seeds raw,200
broadbeans (fava bns) mature seeds ckd bld wosalt,200
broadbeans (fava bns) mature seeds cnd,200
carob flour,200
chickpeas (garbanzo bns bengal gm) mature seeds raw,200
chickpeas  mature seeds ckd bld wosalt,200
chickpeas (garbanzo bns bengal gram) mature sds cnd solliq,200
chili with beans canned,200
cowpeas catjang mature seeds raw,200
cowpeas catjang mature seeds ckd bld wosalt,200
cowpeas common (blackeyes crowder southern) mtre seeds raw,200
cowpeas common (blkeyes crwdr sthrn) mture ckd bld wosalt,200
cowpeas common mature seeds cnd pln,200
cowpeas common mature seeds cnd wpork,200
hyacinth bns mature seeds raw,200
hyacinth bns mature seeds ckd bld wosalt,200
lentils raw,200
lentils mature seeds ckd bld wosalt,200
lima bns lrg mature seeds raw,200
lima bns lrg mature seeds ckd bld wosalt,200
lima bns lrg mature seeds cnd,200
lima bns thin seeded (baby) mature seeds raw,200
lima bns thin seeded (baby) mature seeds ckd bld wosalt,200
lupins mature seeds raw,200
lupins mature seeds ckd bld wo salt,200
mothbeans mature seeds raw,200
mothbeans mature seeds ckd bld wosalt,200
mung bns mature seeds raw,200
mung bns mature seeds ckd bld wosalt,200
noodles chinese cellophane or long rice (mung bns) dehyd,200
mungo bns mature seeds raw,200
mungo bns mature seeds ckd bld wosalt,200
peas grn split mature seeds raw,200
peas split mature seeds ckd bld wosalt,200
peanuts all types raw,200
peanuts all types ckd bld wsalt,200
peanuts all types oil-roasted wsalt,200
peanuts all types dry-roasted wsalt,200
peanuts spanish raw,200
peanuts spanish oil-roasted wsalt,200
peanuts valencia raw,200
peanuts valencia oil-roasted wsalt,200
peanuts virginia raw,200
peanuts virginia oil-roasted wsalt,200
peanut butter chunk style wsalt,200
peanut butter smooth style w salt,200
peanut flour defatted,200
peanut flour low fat,200
pigeon peas (red gm) mature seeds raw,200
pigeon peas (red gm) mature seeds ckd bld wosalt,200
refried bns cnd traditional style (includes usda commodity),200
bacon meatless,200
meat extender,200
sausage meatless,200
soybeans mature seeds raw,200
soybeans mature ckd bld wosalt,200
soybeans mature seeds rstd salted,200
soybeans mature seeds dry rstd,200
miso,200
natto,200
tempeh,200
soy flour full-fat raw,200
soy flr full-fat rstd,200
soy flour defatted,200
soy flour low-fat,200
soy meal defatted raw,200
soymilk original  vanilla unfortified,200
soy prot conc produced by alcohol extraction,200
soy protein isolate,200
soy sau made from soywheat (shoyu),200
soy sau made from soy (tamari),200
soy sau made from hydrolyzed veg prot,200
tofu firm prep wca sulfatemagnesium chloride (nigari),200
tofu soft prep wca sulfatemagnesium chloride (nigari),200
tofu dried-frozen (koyadofu),200
tofu fried,200
okara,200
tofu saltedfermented (fuyu),200
yardlong bns mature seeds raw,200
yardlong bns mature seeds ckd bld wosalt,200
winged bns mature seeds raw,200
winged bns mature seeds ckd bld wo salt,200
hummus home prep,200
falafel home-prepared,200
soymilk original  vanilla w added ca vitamins a  d,200
lentils pink or red raw,200
beans kidney red mature seeds cnd drnd sol,200
beans pinto cnd drnd sol,200
veggie burgers or soyburgers  unprep,200
peanut sprd red sugar,200
peanut butter smooth red fat,200
peanut butter smooth vit  mineral fort,200
peanut butter chunky vitaminmineral fort,200
chickpea flour (besan),200
hummus commercial,200
tofu ex firm prep wnigari,200
tofu hard prep wnigari,200
mori-nu tofu silken soft,200
mori-nu tofu silken firm,200
mori-nu tofu silken ex firm,200
mori-nu tofu silken lite firm,200
mori-nu tofu silken lite ex firm,200
soymilk choc unfortified,200
usda cmdty pnut butter smooth,200
soymilk choc w added ca vitamins a  d,200
refried bns cnd vegetarian,200
refried bns cnd fat-free,200
frijoles rojos volteados (refried bns red canned),200
tempeh ckd,200
campbell's brn sugarbacon flav bkd bns,200
campbell's pork  bns,200
pace traditional refried bns,200
pace salsa refried bns,200
pace spicy jalapeno refried bns,200
vitasoy usa nasoya lite firm tofu,200
vitasoy usa organic nasoya super firm cubed tofu,200
vitasoy usa organic nasoya ex firm tofu,200
